ï»¿X;Y;FID;AÃ±o;IdAccident;Latitud;longitud;ClaseAccid;Fecha;Hora;RegiÃ³n;Comuna;Tipo_Accid;Tipo__CONA;Zona;UbicaciÃ³n;Causa__CON;Causa_Acci;Calle_Uno;Calle_Dos;Intersecci;NÃºmero;Ruta;Ubicaci_1;Calzada;Tipo_Calza;Estado_Cal;CondiciÃ³n;Estado_Atm;Fallecidos;Graves;Menos_Grav;Leves
-7862396,338;-3955511,076;1;2024;1587058;-33,452426;-70,629108;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;NUNOA;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;IRARRAZAVAL;GRAL BUSTAMANTE;GRAL BUSTAMANTE - IRARRAZAVAL;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7859284,847;-3955788,062;2;2024;1587059;-33,454502;-70,601157;1;2024/01/23 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;NUNOA;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;IRARRAZAVAL;JOSE LUIS ARANEDA;IRARRAZAVAL - JOSE LUIS ARANEDA;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7927226,471;-3987379,938;3;2024;1587079;-33,690955;-71,211487;1;2024/01/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SENAL PARE;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL PARE;FUENZALIDA;BARRALES;BARRALES - FUENZALIDA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7929042,872;-3987076,371;4;2024;1587081;-33,688686;-71,227804;1;2024/01/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SENAL PARE;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL PARE;AURORA URRUTIA;EL MIRADOR;AURORA URRUTIA - EL MIRADOR;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;3
-7872821,074;-3960612,108;5;2024;1587085;-33,49065;-70,722755;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;LO ERRAZURIZ;PDTE SALVADOR ALLENDE;LO ERRAZURIZ - PDTE SALVADOR ALLENDE;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7927625,886;-3986418,022;6;2024;1587087;-33,683765;-71,215075;1;2024/01/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;UGALDE;ORTUZAR;ORTUZAR - UGALDE;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7852542,893;-3974039,636;7;2024;1587090;-33,591187;-70,540593;1;2024/01/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;ADELANTAMIENTO SIN EFECTUAR LA SENAL RESPECTIVA;CAMILO HENRIQUEZ;SAN CARLOS;CAMILO HENRIQUEZ - SAN CARLOS;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7927976,097;-3989254,098;8;2024;1587091;-33,704962;-71,218221;1;2024/01/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;CHOQUE LADO/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;VISTA HERMOSA;;- VISTA HERMOSA;2092;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856413,138;-3976269,566;9;2024;1587097;-33,607872;-70,57536;1;2024/01/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;JOSE MANUEL IRARRAZAVAL;BALMACEDA;BALMACEDA - JOSE MANUEL IRARRAZAVAL;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7926665,421;-3986017,493;10;2024;1587099;-33,680771;-71,206447;1;2024/01/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;VICUNA MACKENNA;MANUEL RODRIGUEZ;MANUEL RODRIGUEZ - VICUNA MACKENNA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7855640,247;-3955376,054;11;2024;1587102;-33,451414;-70,568417;1;2024/01/06 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA REINA;CHOQUE FRENTE/FRENTE;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GUEMES;HANNOVER;GUEMES - HANNOVER;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;1;0;0
-7869461,452;-3955576,853;12;2024;1587107;-33,452919;-70,692575;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;ESTACION CENTRAL;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SENAL PARE;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL PARE;TORO MAZOTTE;CONDE DEL MAULE;CONDE DEL MAULE - TORO MAZOTTE;0;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7869291,244;-3955721,884;13;2024;1587108;-33,454006;-70,691046;1;2024/01/02 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;ESTACION CENTRAL;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;LIBER BERNARDO O'HIGGINS;GRAL VELASQUEZ;GRAL VELASQUEZ - LIBER BERNARDO O'HIGGINS;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7925752,379;-3986083,846;14;2024;1587109;-33,681267;-71,198245;1;2024/01/21 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;VICUNA MACKENNA;GENERAL SAN MARTIN;GENERAL SAN MARTIN - VICUNA MACKENNA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7852542,893;-3974039,636;15;2024;1587110;-33,591187;-70,540593;1;2024/01/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CAMILO HENRIQUEZ;SAN CARLOS;CAMILO HENRIQUEZ - SAN CARLOS;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7857252,487;-3953006,356;16;2024;1587111;-33,433651;-70,5829;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;TOBALABA;EUCALIPTUS;EUCALIPTUS - TOBALABA;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856872,665;-3976232,141;17;2024;1587113;-33,607592;-70,579488;1;2024/01/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GANDARILLAS;TOCORNAL GREZ;GANDARILLAS - TOCORNAL GREZ;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7870390,524;-3955772,051;18;2024;1587114;-33,454382;-70,700921;1;2024/01/03 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;ESTACION CENTRAL;CHOQUE POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;ECUADOR;;- ECUADOR;4768;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7872764,524;-3955971,256;19;2024;1587115;-33,455875;-70,722247;1;2024/01/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LO PRADO;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL CEDA EL PASO;GRAL OSCAR BONILLA;NEPTUNO;GRAL OSCAR BONILLA - NEPTUNO;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7869442,75;-3952723,167;20;2024;1587118;-33,431528;-70,692407;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUINTA NORMAL;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;SAN PABLO;CRNEL ROBLES;CRNEL ROBLES - SAN PABLO;0;;;UNIDIRECCIONAL;CONCRETO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7872724,06;-3954396,727;21;2024;1587119;-33,444074;-70,721884;1;2024/01/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LO PRADO;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL CEDA EL PASO;SAN PABLO;SAN JORGE;SAN JORGE - SAN PABLO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7871844,246;-3951723,322;22;2024;1587125;-33,424032;-70,71398;1;2024/01/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUINTA NORMAL;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SENAL PARE;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;SAMUEL IZQUIERDO;ALSINO;ALSINO - SAMUEL IZQUIERDO;0;;;BIDIRECCIONAL;MIXTO;REGULAR;SECO;DESPEJADO;0;0;0;1
-7871729,253;-3955112,685;23;2024;1587126;-33,44944;-70,712947;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LO PRADO;CHOQUE LADO/LADO;CHOQUE;URBANA;CRUCE SIN SENALIZACION;VELOCIDAD IMPRUDENTE;VELOCIDAD NO RAZONABLE NI PRUDENTE;COMODORO GUESALAGA;ING GIROZ;COMODORO GUESALAGA - ING GIROZ;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856002,925;-3956134,972;24;2024;1587127;-33,457102;-70,571675;1;2024/01/07 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA REINA;OTRO TIPO;OTRO TIPO;URBANA;OTROS NO CONSIDERADOS;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;AMERICO VESPUCIO;ARRIETA CANAS;AMERICO VESPUCIO - ARRIETA CANAS;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7853252,889;-3974589,16;25;2024;1587128;-33,595299;-70,546971;1;2024/01/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;CHOQUE FRONTAL;CHOQUE;URBANA;CRUCE CON SENAL PARE;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER INDICACION CARABINERO SERVICIO;TRONCAL SAN FRANCISCO;SAN CARLOS;SAN CARLOS - TRONCAL SAN FRANCISCO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7855388,776;-3974809,405;26;2024;1587132;-33,596947;-70,566158;1;2024/01/23 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;NONATO COO;SAN CARLOS;NONATO COO - SAN CARLOS;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7863250,604;-3967915,397;27;2024;1587138;-33,545347;-70,636782;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SAN RAMON;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SENAL PARE;VELOCIDAD IMPRUDENTE;VELOCIDAD NO RAZONABLE NI PRUDENTE;PEDRO AGUIRRE CERDA;GOYCOLEA;GOYCOLEA - PEDRO AGUIRRE CERDA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7870599,471;-3953772,856;28;2024;1587140;-33,439397;-70,702798;1;2024/01/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUINTA NORMAL;COLISION POR ALCANCE;COLISION;URBANA;CRUCE SIN SENALIZACION;VELOCIDAD IMPRUDENTE;VELOCIDAD NO RAZONABLE NI PRUDENTE;RADAL;PSJE CH;PSJE CH - RADAL;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856060,923;-3952683,683;29;2024;1587144;-33,431232;-70,572196;1;2024/01/08 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA REINA;CHOQUE FRENTE/FRENTE;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;FRANCISCO BILBAO;LAS ARANAS;FRANCISCO BILBAO - LAS ARANAS;0;;;BIDIRECCIONAL;CONCRETO;BUENO;OTROS;DESPEJADO;0;0;0;0
-7869291,244;-3955721,884;30;2024;1587148;-33,454006;-70,691046;1;2024/01/04 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;ESTACION CENTRAL;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GRAL VELASQUEZ;LIBER BERNARDO O'HIGGINS;GRAL VELASQUEZ - LIBER BERNARDO O'HIGGINS;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856359,148;-3952750,778;31;2024;1587153;-33,431735;-70,574875;1;2024/01/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA REINA;CHOQUE FRENTE/FRENTE;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;OSSA;;- OSSA;2306;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7868084,541;-3968303,276;32;2024;1587156;-33,548251;-70,680206;1;2024/01/09 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;CHOQUE FRENTE/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;MANUEL LUNA;;- MANUEL LUNA;9872;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7857084,394;-3972609,555;33;2024;1587157;-33,580485;-70,58139;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION FRONTAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CONCHA Y TORO;EL PENON;CONCHA Y TORO - EL PENON;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7859644,186;-3963023,817;34;2024;1587163;-33,508716;-70,604385;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MACUL;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;DEPARTAMENTAL;EXEQUIEL FERNANDEZ;DEPARTAMENTAL - EXEQUIEL FERNANDEZ;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7865995,742;-3969441,877;35;2024;1587164;-33,556775;-70,661442;1;2024/01/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SENAL CEDA EL PASO;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A PEATON;JULIO COVARRUBIAS;ALEJANDRO GUZMAN;ALEJANDRO GUZMAN - JULIO COVARRUBIAS;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7870842,259;-3957117,717;36;2024;1587166;-33,464467;-70,704979;1;2024/01/04 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;ESTACION CENTRAL;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;LIBER BERNARDO O'HIGGINS;BERNAL DEL MERCADO;BERNAL DEL MERCADO - LIBER BERNARDO O'HIGGINS;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7868618,592;-3967102,896;37;2024;1587167;-33,539264;-70,685003;1;2024/01/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;VELOCIDAD IMPRUDENTE;VELOCIDAD NO RAZONABLE NI PRUDENTE;CAPRICORNIO;LO ESPEJO;CAPRICORNIO - LO ESPEJO;0;;;BIDIRECCIONAL;CONCRETO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7858217,627;-3962609,148;38;2024;1587169;-33,50561;-70,59157;1;2024/01/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MACUL;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;MACUL;CAMILO ORTUZAR;CAMILO ORTUZAR - MACUL;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0
-7866409,962;-3967675,383;39;2024;1587171;-33,54355;-70,665163;1;2024/01/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;VOLCADURA;VOLCADURA;URBANA;TRAMO DE VIA RECTA;DROGAS Y/O FATIGA EN CONDUCTOR;CONDICIONES FISICAS DEFICIENTES (CANSANCIO, SUENO);LOS MORROS;AGUAS MARINAS;AGUAS MARINAS - LOS MORROS;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7865992,307;-3970100,727;40;2024;1587178;-33,561707;-70,661411;1;2024/01/21 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;LOS EUCALIPTUS;OBSERVATORIO;LOS EUCALIPTUS - OBSERVATORIO;0;;;BIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;1
-7867013,091;-3972233,69;41;2024;1587182;-33,577672;-70,670581;1;2024/01/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;VELOCIDAD IMPRUDENTE;VELOCIDAD NO RAZONABLE NI PRUDENTE;LA PRIMAVERA;;- LA PRIMAVERA;12605;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7926260,441;-3986059,9;42;2024;1587183;-33,681088;-71,202809;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;VICUNA MACKENNA;BARCELO LIRA;BARCELO LIRA - VICUNA MACKENNA;0;;;BIDIRECCIONAL CON BANDEJON;MIXTO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7866968,452;-3968238,094;43;2024;1587185;-33,547763;-70,67018;1;2024/01/27 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;EL BOSQUE;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL PEATON;PEATON CRUZA CALZADA FORMA SORPRESIVA O DESCUIDADA;GRAN AVDA JOSE MIGUEL CARRERA;;- GRAN AVDA JOSE MIGUEL CARRERA;9669;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;1;0;0;0
-7926260,441;-3986059,9;44;2024;1587189;-33,681088;-71,202809;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;VICUNA MACKENNA;BARCELO LIRA;BARCELO LIRA - VICUNA MACKENNA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7859125,437;-3974833,594;45;2024;1587190;-33,597128;-70,599725;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PUENTE ALTO;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;LAS NIEVES ORIENTE;SAN CARLOS;LAS NIEVES ORIENTE - SAN CARLOS;0;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7927069,845;-3986014,684;46;2024;1587193;-33,68075;-71,21008;1;2024/01/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;MELIPILLA;CHOQUE LADO/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;VICUNA MACKENNA;;- VICUNA MACKENNA;259;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7872316,574;-3963683,634;47;2024;1587194;-33,513658;-70,718223;1;2024/01/29 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;CERRILLOS;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CAMINO A LONQUEN;AMERICO VESPUCIO;AMERICO VESPUCIO - CAMINO A LONQUEN;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;1;0;0;0
-7854221,925;-3961810,824;48;2024;1587200;-33,49963;-70,555676;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL CEDA EL PASO;QUILIN;ALTOS DEL PARQUE;ALTOS DEL PARQUE - QUILIN;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7857072,038;-3960480,497;49;2024;1587203;-33,489664;-70,581279;1;2024/01/25 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;AMERICO VESPUCIO;QUILIN;AMERICO VESPUCIO - QUILIN;0;;;UNIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
-7857888,344;-3962703,802;50;2024;1587206;-33,506319;-70,588612;1;2024/01/26 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PENALOLEN;CHOQUE FRONTAL;CHOQUE;URBANA;TRAMO DE VIA RECTA;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;SAN LUIS DE MACUL;;- SAN LUIS DE MACUL;4378;;;BIDIRECCIONAL;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;1
