ï»¿X;Y;FID;AÃ±o;IdAccident;Latitud;longitud;ClaseAccid;Fecha;Hora;RegiÃ³n;Comuna;Tipo_Accid;Tipo__CONA;Zona;UbicaciÃ³n;Causa__CON;Causa_Acci;Calle_Uno;Calle_Dos;Intersecci;NÃºmero;Ruta;Ubicaci_1;Calzada;Tipo_Calza;Estado_Cal;CondiciÃ³n;Estado_Atm;Fallecidos;Graves;Menos_Grav;Leves
-7862358,823;-3972993,984;15362;2024;1642283;-33,583362;-70,628771;1;2024/10/07 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA PINTANA;CHOQUE FRENTE/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;STA ROSA;ROSA ESTER;ROSA ESTER - STA ROSA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;0
-7864726,366;-3955739,362;15363;2024;1643740;-33,454137;-70,650039;1;2024/09/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;SAN DIEGO;10 DE JULIO HUAMACHUCO;10 DE JULIO HUAMACHUCO - SAN DIEGO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7874364,853;-3992545,689;15364;2024;1645793;-33,729557;-70,736623;1;2024/10/23 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;BUIN;ATROPELLO;ATROPELLO;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL PEATON;PEATON CRUZA CAMINO O CARRETERA SIN ADOPTAR PRECAUCIONES;LATERAL ORIENTE;;- LATERAL ORIENTE;35800;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0
-7857247,811;-3967921,273;15365;2024;1645794;-33,545391;-70,582858;1;2024/10/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA FLORIDA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PERU;CALI;CALI - PERU;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7862358,823;-3973289,296;15366;2024;1642284;-33,585572;-70,628771;1;2024/10/07 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA PINTANA;CHOQUE LADO/LADO;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;STA ROSA;GABRIELA;GABRIELA - STA ROSA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;0
-7865542,004;-3954549,946;15367;2024;1643741;-33,445222;-70,657366;1;2024/09/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;SAN MARTIN;CENTENARIO;CENTENARIO - SAN MARTIN;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7872577,173;-3976566,165;15368;2024;1645801;-33,610091;-70,720564;1;2024/10/23 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SAN BERNARDO;CHOQUE LADO/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;EYZAGUIRRE;;- EYZAGUIRRE;1718;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7869326,31;-3957655,226;15369;2024;1642297;-33,468495;-70,691361;1;2024/09/23 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;ESTACION CENTRAL;COLISION FRONTAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO;CAP GALVEZ;STA TERESA;CAP GALVEZ - STA TERESA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;NUBLADO;0;0;0;0
-7863830,244;-3958708,299;15370;2024;1643745;-33,476386;-70,641989;1;2024/09/30 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;STA ROSA;CENTENARIO;CENTENARIO - STA ROSA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7854574,808;-3969765,819;15371;2024;1645806;-33,5592;-70,558846;1;2024/10/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA FLORIDA;CHOQUE;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;DIEGO PORTALES;LA FLORIDA;DIEGO PORTALES - LA FLORIDA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7862407,468;-3958072,699;15372;2024;1643750;-33,471623;-70,629208;1;2024/09/30 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION LATERAL;COLISION;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;NO RESPETAR DERECHO PREFERENTE DE PASO A VEHICULO;PORTUGAL;FRANKLIN;FRANKLIN - PORTUGAL;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0
-7858043,3;-3964882,803;15373;2024;1645807;-33,522639;-70,590004;1;2024/10/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA FLORIDA;CHOQUE;CHOQUE;URBANA;CRUCE CON SEMAFORO APAGADO;IMPRUDENCIA DEL CONDUCTOR;CONDUCIR VEHICULO EN RETROCESO;WALKER MARTINEZ;COLOMBIA;COLOMBIA - WALKER MARTINEZ;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7862923,547;-3967870,252;15374;2024;1642299;-33,545009;-70,633844;1;2024/10/07 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SAN RAMON;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;STA ROSA;LOS FRANCISCANOS;LOS FRANCISCANOS - STA ROSA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7862600,72;-3969610,727;15375;2024;1645809;-33,558039;-70,630944;1;2024/10/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LA PINTANA;COLISION PERPENDICULAR;COLISION;URBANA;TRAMO DE VIA RECTA;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER LUZ ROJA DE SEMAFORO;VENANCIA LEIVA;STA ROSA;STA ROSA - VENANCIA LEIVA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7862776,271;-3954616,251;15376;2024;1642300;-33,445719;-70,632521;1;2024/09/13 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;CRUCE SIN SENALIZACION;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;VICUNA MACKENNA;;- VICUNA MACKENNA;328;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7866214,676;-3949039,381;15377;2024;1645810;-33,403907;-70,663409;1;2024/10/15 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;INDEPENDENCIA;COLISION FRONTAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;INDEPENDENCIA;EINSTEIN;EINSTEIN - INDEPENDENCIA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7861627,788;-3952069,043;15378;2024;1642302;-33,426624;-70,622204;1;2024/09/28 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;COST NORTE;ANDRES BELLO;ANDRES BELLO - COST NORTE;0;;;UNIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7855875,353;-3949800,705;15379;2024;1645853;-33,409616;-70,570529;1;2024/10/18 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;CHOQUE POSTERIOR/FRENTE;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;ALCOHOL EN CONDUCTOR;CONDUCCION EN ESTADO DE EBRIEDAD;APOQUINDO;ROSARIO NORTE;APOQUINDO - ROSARIO NORTE;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7861359,842;-3951840,162;15380;2024;1642304;-33,424908;-70,619797;1;2024/07/11 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;COST NORTE;LOS CONQUISTADORES;COST NORTE - LOS CONQUISTADORES;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7856865,206;-3951654,9;15381;2024;1645855;-33,423519;-70,579421;1;2024/10/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION LATERAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;VIRAJES INDEBIDOS;CRISTOBAL COLON;AMERICO VESPUCIO SUR;AMERICO VESPUCIO SUR - CRISTOBAL COLON;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7858655,446;-3952522,817;15382;2024;1642305;-33,430026;-70,595503;1;2024/10/01 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SENAL CEDA EL PASO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;LAS DALIAS;EL BOSQUE;EL BOSQUE - LAS DALIAS;0;;;UNIDIRECCIONAL;ASFALTO;REGULAR;SECO;DESPEJADO;0;0;0;0
-7853143,128;-3947412,149;15383;2024;1645856;-33,391703;-70,545985;1;2024/10/20 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;OTRO TIPO;OTRO TIPO;URBANA;VIA PRIVADA DE USO PUBLICO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PDTE KENNEDY;;- PDTE KENNEDY;9001;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7860208,576;-3952711,829;15384;2024;1642306;-33,431443;-70,609455;1;2024/10/04 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;BELLAVISTA;DEL ARZOBISPO;BELLAVISTA - DEL ARZOBISPO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7863843,491;-3956280,277;15385;2024;1643752;-33,458191;-70,642108;1;2024/10/03 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;MANUEL ANTONIO MATTA;VICTOR MANUEL;MANUEL ANTONIO MATTA - VICTOR MANUEL;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7859164,844;-3950401,756;15386;2024;1645857;-33,414123;-70,600079;1;2024/09/09 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;ISIDORA GOYENECHEA;SAN SEBASTIAN;ISIDORA GOYENECHEA - SAN SEBASTIAN;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7860078,332;-3953267,942;15387;2024;1642307;-33,435612;-70,608285;1;2024/10/01 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;BUSTOS;PEDRO DE VALDIVIA;BUSTOS - PEDRO DE VALDIVIA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7868784,963;-3956090,407;15388;2024;1643753;-33,456768;-70,686498;1;2024/09/02 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;ESTACION CENTRAL;COLISION PERPENDICULAR;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;5 DE ABRIL;RUIZ TAGLE;5 DE ABRIL - RUIZ TAGLE;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7869440,635;-3952863,76;15389;2024;1645860;-33,432582;-70,692388;1;2024/10/21 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUINTA NORMAL;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;GRAL VELASQUEZ;;- GRAL VELASQUEZ;3700;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7871271,841;-3977201,092;15390;2024;1643754;-33,614841;-70,708838;1;2024/10/14 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SAN BERNARDO;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SENAL PARE;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;GRAL URRUTIA;COLBUN;COLBUN - GRAL URRUTIA;0;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7861585,487;-3952036,631;15391;2024;1642308;-33,426381;-70,621824;1;2024/10/01 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;ADELANTAMIENTO SIN EL ESPACIO O TIEMPO SUFICIENTE;ANDRES BELLO;;- ANDRES BELLO;1429;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7854683,567;-3950628,475;15392;2024;1645878;-33,415823;-70,559823;1;2024/10/21 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;HERNANDO DE MAGALLANES;LOS POZOS;HERNANDO DE MAGALLANES - LOS POZOS;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7866429,554;-3954035,66;15393;2024;1643755;-33,441367;-70,665339;1;2024/10/01 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION SIN MANTENER DISTANCIA RAZONABLE NI PRUDENTE;BRASIL;;- BRASIL;268;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7861656,286;-3952919,518;15394;2024;1642309;-33,433;-70,62246;1;2024/10/02 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;CHOQUE FRENTE/LADO;CHOQUE;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;MARIA GUERRERO;RAFAEL CANAS;MARIA GUERRERO - RAFAEL CANAS;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7857696,318;-3951597,148;15395;2024;1645879;-33,423086;-70,586887;1;2024/10/21 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;MARTIN DE ZAMORA;;- MARTIN DE ZAMORA;3884;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7861373,868;-3952817,073;15396;2024;1642311;-33,432232;-70,619923;1;2024/10/01 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION FRONTAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;JOSE MIGUEL CLARO;;- JOSE MIGUEL CLARO;300;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;1;0;0
-7864129,137;-3953830,752;15397;2024;1643757;-33,439831;-70,644674;1;2024/07/12 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION PERPENDICULAR;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION CAMBIAR SORPRESIVAMENTE PISTA CIRCULACION;STA LUCIA;;- STA LUCIA;232;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7855557,647;-3949840,579;15398;2024;1645880;-33,409915;-70,567675;1;2024/10/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;MANQUEHUE SUR;;- MANQUEHUE SUR;31;;;BIDIRECCIONAL CON BANDEJON;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7859479,21;-3954521,797;15399;2024;1642314;-33,445011;-70,602903;1;2024/09/30 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION FRONTAL;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;DR PEDRO LAUTARO FERRER;RICARDO LYON;DR PEDRO LAUTARO FERRER - RICARDO LYON;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7865003,885;-3956532,063;15400;2024;1643759;-33,460078;-70,652532;1;2024/10/02 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;COLISION LATERAL;COLISION;URBANA;CRUCE CON SENAL PARE;DESOBEDIENCIA A SENALIZACION;SENALIZACION DESOBEDECER SENAL PARE;ROBERTO ESPINOZA;MANUEL ANTONIO MATTA;MANUEL ANTONIO MATTA - ROBERTO ESPINOZA;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7853391,815;-3947153,895;15401;2024;1645881;-33,389766;-70,548219;1;2024/10/22 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION;COLISION;URBANA;ACERA O BERMA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PADRE HURTADO NORTE;PDTE KENNEDY;PADRE HURTADO NORTE - PDTE KENNEDY;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7864509,182;-3955882,127;15402;2024;1643760;-33,455207;-70,648088;1;2024/10/02 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;SANTIAGO;ATROPELLO;ATROPELLO;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;ARTURO PRAT;COPIAPO;ARTURO PRAT - COPIAPO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7857919,624;-3952256,58;15403;2024;1642318;-33,42803;-70,588893;1;2024/10/01 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;CHOQUE POSTERIOR/POSTERIOR;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;TOBALABA;EL VERGEL;EL VERGEL - TOBALABA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7872372,902;-3938636,334;15404;2024;1643761;-33,325857;-70,718729;1;2024/10/15 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;QUILICURA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PDTE EDUARDO FREI MONTALVA;;- PDTE EDUARDO FREI MONTALVA;13600;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7858817,193;-3950927,083;15405;2024;1645882;-33,418062;-70,596956;1;2024/10/16 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION;COLISION;URBANA;CICLOCALLE (CICLOS + VEHICULOS;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;CALLAO;AUGUSTO LEGUIA SUR;AUGUSTO LEGUIA SUR - CALLAO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;1
-7861760,926;-3954681,757;15406;2024;1642319;-33,44621;-70,6234;1;2024/09/30 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;TEGUALDA;;- TEGUALDA;1308;;;UNIDIRECCIONAL;ASFALTO;REGULAR;HUMEDO;DESPEJADO;0;1;0;0
-7859318,799;-3950945,088;15407;2024;1642323;-33,418197;-70,601462;1;2024/10/04 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION LATERAL;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PROVIDENCIA;TOBALABA;PROVIDENCIA - TOBALABA;0;;;BIDIRECCIONAL;ASFALTO;BUENO;HUMEDO;DESPEJADO;0;1;0;0
-7870840,032;-3957153,612;15408;2024;1645883;-33,464736;-70,704959;1;2024/10/19 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;ESTACION CENTRAL;CHOQUE POSTERIOR/FRENTE;CHOQUE;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;5 DE ABRIL;LAS REJAS SUR;5 DE ABRIL - LAS REJAS SUR;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7859100,836;-3953065,449;15409;2024;1642325;-33,434094;-70,599504;1;2024/09/30 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;PROVIDENCIA;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;POCURO;HOLANDA;HOLANDA - POCURO;0;;;BIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
-7869238,59;-3964809,763;15410;2024;1643765;-33,522092;-70,690573;1;2024/10/14 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LO ESPEJO;COLISION POR ALCANCE;COLISION;URBANA;TRAMO DE VIA RECTA;ALCOHOL EN CONDUCTOR;CONDUCCION BAJO LA INFLUENCIA DEL ALCOHOL;CENTRAL;LO ESPEJO;CENTRAL - LO ESPEJO;0;;;BIDIRECCIONAL CON BANDEJON;CONCRETO;BUENO;SECO;DESPEJADO;0;0;0;0
-7855700,693;-3948777,912;15411;2024;1645884;-33,401946;-70,56896;1;2024/10/24 00:00:00+00;1899/12/30 00:00:00+00;REGION METROPOLITANA;LAS CONDES;COLISION POR ALCANCE;COLISION;URBANA;CRUCE CON SEMAFORO FUNCIONANDO;IMPRUDENCIA DEL CONDUCTOR;CONDUCCION NO ATENTO CONDICIONES TRANSITO MOMENTO;PDTE RIESCO;ESTOCOLMO;ESTOCOLMO - PDTE RIESCO;0;;;UNIDIRECCIONAL;ASFALTO;BUENO;SECO;DESPEJADO;0;0;0;0
